id,original_id,anatomy_group,category,subcategory,value,description,usage_count,order_index,is_default,imported_at,created_at,updated_at,is_nsfw
507f17f7-2f25-4fdb-85c7-cdb8d7b84c69,36446,Action & Movement,Action,,Eating,Putting food in the mouth and chewing and swallowing it,0,0,FALSE,"""2025-09-12T22:17:42.559Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
4afcf1d6-5899-4a98-9675-7f90803bb39f,36447,Action & Movement,Action,,Drinking,Taking liquid into the mouth and swallowing it,0,0,FALSE,"""2025-09-12T22:17:42.559Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
89cae248-6a1d-415d-bc72-ffb1e2d7091b,36448,Action & Movement,Action,,Sleeping,Being in a state of rest with eyes closed and body inactive,0,0,FALSE,"""2025-09-12T22:17:42.559Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
0d0a3fe9-aae5-4f5b-9998-7e4748c73956,36449,Action & Movement,Action,,Talking,Using speech to communicate thoughts or feelings,0,0,FALSE,"""2025-09-12T22:17:42.559Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
6dd6341c-334a-4dc6-bf96-6da11931494e,36450,Action & Movement,Action,,Singing,Making musical sounds with the voice,0,0,FALSE,"""2025-09-12T22:17:42.559Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7839a13e-29e2-46be-a8d0-fcd6d98dfd97,36451,Action & Movement,Action,,Laughing,Making sounds and facial expressions of amusement,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7d9a8764-97c7-4344-ab9b-037b3af5f5e5,36452,Action & Movement,Action,,Crying,"Shedding tears, especially as an expression of distress",0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
28668938-cff1-4dcd-8b60-49eff95099b8,36453,Action & Movement,Action,,Hugging,Squeezing someone tightly in one's arms,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
8c4383fa-7c98-4298-ad61-3a6597d8906f,36454,Action & Movement,Action,,Kissing,"Touching with the lips as a sign of love, affection, greeting, or reverence",0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
5c8921ca-4e6d-4b33-a512-39d82fa4ace8,36455,Action & Movement,Action,,Waving,Moving one's hand to and fro in greeting or farewell,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
00696443-98da-455c-aaf0-c9b476de377a,36456,Action & Movement,Action,,Pointing,Directing attention to by extending a finger or hand,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
5413f033-2966-4cbc-a152-8d38ada24ed6,36457,Action & Movement,Action,,Pushing,Exerting force on something to move it away,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
8f40b12a-d1db-4b28-8e64-df289e2df7dc,36458,Action & Movement,Action,,Pulling,Exerting force on something to move it toward oneself,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
0425c8d0-c9f1-451e-80fc-8fe39fefcddf,36459,Action & Movement,Action,,Throwing,Propelling something with force through the air,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
fb05896a-e02c-493e-9f85-492b803927f1,36460,Action & Movement,Action,,Catching,Intercepting and holding a moving object,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
727fadde-1261-42dd-be04-2d0a84ba3c42,36546,Action & Movement,Action,,Heist,A story about a group planning and executing a complex theft,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
36d93c7a-8cb2-4f60-acc5-27458ff43b3a,36547,Action & Movement,Action,,Chase,A pursuit sequence where one character chases another,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
a3756e70-ca61-47f1-b5c9-107d031cd240,36548,Action & Movement,Action,,Battle,A large-scale conflict or fight between opposing forces,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
9988b087-a9f0-48ef-8261-881b9b70fabe,36549,Action & Movement,Action,,Rescue mission,A mission to save someone or something from danger,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
445524cf-f0b0-413e-9371-5c25a36ceb4d,36550,Action & Movement,Action,,Escape,A story about breaking free from confinement or danger,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
cbb802d1-aa66-4e43-b861-811e1ec30e59,36551,Action & Movement,Action,,Revenge,A quest to punish someone for a wrong they have committed,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
dcc1db4d-c889-4da4-ba4a-8b8a179b3079,36552,Action & Movement,Action,,Survival,A struggle to stay alive against harsh conditions or threats,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
777323ab-a9c1-45d8-b222-340d8f05056f,36553,Action & Movement,Action,,Showdown,A final confrontation between opposing forces,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
890eaf56-5878-4eb4-a322-5ef9ee259bbf,36554,Action & Movement,Action,,Martial arts,A story featuring hand-to-hand combat and fighting techniques,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
e4883690-686c-4cd2-ab21-2a981ddcf8aa,36555,Action & Movement,Action,,Spy thriller,A story about espionage and covert operations,0,0,FALSE,"""2025-09-12T22:17:42.781Z""","""2025-04-07T00:23:19.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
099490b3-5ccf-486c-9e7b-6e54f1926c20,37101,Action & Movement,Action,,Car chase,High-speed pursuit involving vehicles,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
6e85fc7a-81f0-4f78-9a64-e4e01fcaee79,37102,Action & Movement,Action,,Gunfight,Exchange of gunfire between opponents,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
eb0f1ef3-0cff-4d38-ac2f-16a4187d1ac2,37103,Action & Movement,Action,,Martial arts duel,Combat using hand-to-hand fighting techniques,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
1c6adf00-5ba6-4848-8de5-7cdf703effd0,37104,Action & Movement,Action,,Espionage mission,Secret operation to gather intelligence,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
99a31ada-fc47-4d13-bd0a-29675a519967,37105,Action & Movement,Action,,Prison break,Escape from incarceration,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
175f175d-860d-4db9-a6ed-2d589ec2f631,37106,Action & Movement,Action,,Disaster response,Dealing with catastrophic event,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
e303c923-6f53-4e47-ae16-139b1eac59fe,37107,Action & Movement,Action,,Military operation,Organized action by armed forces,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
3667b5a2-f449-4e07-afd3-c1113eca8093,37108,Action & Movement,Action,,Bank robbery,Theft from financial institution,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
cb9f755b-70db-404f-b064-2d993cf47428,37109,Action & Movement,Action,,Bomb defusal,Attempting to prevent explosive detonation,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
25fca0f7-eb2a-494a-b159-aea691b366e8,37110,Action & Movement,Action,,Hostage situation,People held against their will,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
1f3173cd-ae69-4dff-a8c1-d695ddd557b4,37111,Action & Movement,Action,,Gladiatorial combat,Public fighting as entertainment,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
fa104b2c-b812-452d-bfd1-2e0e98e694a3,37112,Action & Movement,Action,,Treasure hunt,Search for valuable items,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
4a2b6a6e-3ed8-48b1-a3cd-c2897a7f2c9e,37113,Action & Movement,Action,,Assassination attempt,Planned killing of important figure,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
3e05f135-d383-4255-9f8a-5c0c15ef95d8,37114,Action & Movement,Action,,Infiltration,Secretly entering restricted area,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
9f8cab68-7f8f-4d65-a49a-72921d858dbc,37115,Action & Movement,Action,,Ambush,Surprise attack from hidden position,0,0,FALSE,"""2025-09-12T22:17:42.930Z""","""2025-04-07T00:44:28.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
4ea436c1-0cdd-4f52-9f19-a359ca492efb,37259,Action & Movement,Action,,High-speed chase,Pursuit at dangerous speeds,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
3d208474-7ae4-4af1-8ce9-683580a0ded2,37260,Action & Movement,Action,,Daring rescue mission,Effort to save someone from peril,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
3723661a-811d-4498-a463-8047c004370d,37261,Action & Movement,Action,,Explosive battle scene,Intense combat with dramatic elements,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
46a64a58-70fe-4e51-b9bc-cfe6f183563b,37262,Action & Movement,Action,,Infiltration operation,Stealthy entry into secure location,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7fe1f635-5c89-4817-b28f-958182739419,37263,Action & Movement,Action,,Last-minute escape,Narrow avoidance of danger,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7c65e6ea-b9f5-4bb4-b8fb-3ede0f9f865b,37264,Action & Movement,Action,,Martial arts showdown,Confrontation using fighting techniques,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
a230c261-0cbe-417a-8e86-819d402779ab,37265,Action & Movement,Action,,Deadly countdown,Race against time to prevent disaster,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
f1a01e5d-18af-4eec-8dde-e22e165e279d,37266,Action & Movement,Action,,Prison breakout,Escape from confinement,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
b52ea382-d5bb-49dd-9713-677f6d76a130,37267,Action & Movement,Action,,Vehicle stunt sequence,Acrobatic maneuvers with transportation,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
12c00108-599f-48e6-876f-1cfd3026c361,37268,Action & Movement,Action,,Parkour chase,Urban pursuit using movement discipline,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
09095694-df56-4a74-84a8-206c0ad0d9e6,37269,Action & Movement,Action,,Bank heist,Orchestrated theft from financial institution,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7d98f03b-9e4e-4598-99b5-36b908a72ed6,37270,Action & Movement,Action,,Military strike,Coordinated armed forces attack,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
731b98d4-bb87-40c2-805d-6f7273eeb29e,37271,Action & Movement,Action,,Commando raid,Small team tactical operation,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
b84e1f1c-0de2-431b-ba5c-7eef752a36ea,37272,Action & Movement,Action,,Undercover infiltration,Secret agent maintaining false identity,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
9064126b-ec11-41a7-815e-c6cc850a2980,37273,Action & Movement,Action,,Street brawl,Chaotic public fight,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
2243440d-2347-401b-9fd4-43fd70725227,37274,Action & Movement,Action,,Gladiator combat,Formalized arena fighting,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
29b6cde9-e2c6-49f7-82f1-6e3fff192682,37275,Action & Movement,Action,,Ambush attack,Surprise offensive from hidden position,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
59a0a8c7-977d-4d53-9a6b-dff252c759a3,37276,Action & Movement,Action,,Explosive demolition,Controlled destruction using explosives,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
cdc9b5a8-ec90-4846-9971-4f8fb802e853,37277,Action & Movement,Action,,Wild animal attack,Dangerous encounter with predator,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
1892af7b-d761-4097-9c18-198a884071af,37278,Action & Movement,Action,,Betrayal and revenge,Retribution for disloyalty,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
231e004f-8fe6-46fb-876b-24b96abed022,37279,Action & Movement,Action,,Tournament fighting,Competitive combat event,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:58.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
6a590713-4010-4c1f-ba5d-33c71c0b9554,37280,Action & Movement,Action,,Desperate last stand,Final defensive position against overwhelming odds,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:59.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7767da55-3703-4456-9390-0d9be6254ce4,37281,Action & Movement,Action,,Sniper operation,Precision shooting from concealed position,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:59.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
79261e3f-bacf-46ab-bfb5-766e781f3f7a,37282,Action & Movement,Action,,Gangster shootout,Firearm exchange between criminal groups,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:59.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
3da29ec8-6116-4f7c-951b-ccda1a4b75cd,37283,Action & Movement,Action,,Fugitive pursuit,Chase after escaped prisoner,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:59.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
e66d6fb5-5359-46b3-be56-0ed59e2a0dd3,37284,Action & Movement,Action,,Vigilante justice,Unauthorized enforcement of law,0,0,FALSE,"""2025-09-12T22:17:42.931Z""","""2025-04-07T01:03:59.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
9e1c12ec-8fd6-4f39-8b89-b56b1717867d,38174,Action & Movement,Activity,,Walking,Moving on foot,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
d9c5d847-d469-4c9e-bca9-47e23a56f501,38175,Action & Movement,Activity,,Running,Moving quickly on foot,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
e1092080-8b5b-459f-b964-cb3a4e0308aa,38176,Action & Movement,Activity,,Swimming,Moving through water,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
743c9d7f-d942-48a2-8d23-06b4381b1542,38177,Action & Movement,Activity,,Dancing,Moving rhythmically to music,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
f0a47df3-687a-4c78-9320-bf808d12af44,38178,Action & Movement,Activity,,Eating,Consuming food,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
a38c2bf3-a92b-49f9-a2a4-f8ca07f557d0,38179,Action & Movement,Activity,,Drinking,Consuming liquid,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
48f85d5e-07c5-4aec-bb69-e5e0db9c8c4e,38180,Action & Movement,Activity,,Talking,Speaking with others,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
d698a69f-ac8c-4e6c-9575-4594ef97e212,38181,Action & Movement,Activity,,Reading,Consuming written content,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
ba186c36-e066-46c7-abc8-95276fcff306,38182,Action & Movement,Activity,,Writing,Creating written content,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
483ecac0-73fe-4db0-b5ab-a168b5aacfaf,38183,Action & Movement,Activity,,Working,Performing job tasks,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
add2a126-7d9c-42b9-8e5e-1f35c7be066e,38184,Action & Movement,Activity,,Playing,Engaging in recreation,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
a19aa159-3ae2-4850-b21b-671100cd2887,38185,Action & Movement,Activity,,Singing,Making musical sounds with voice,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
6486354b-df8f-44b4-b845-bb89909124d7,38186,Action & Movement,Activity,,Cooking,Preparing food,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
3d22e73e-c933-42dd-b798-fcbdb3532b4f,38187,Action & Movement,Activity,,Painting,Creating art with pigments,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
239ca75f-16f7-4c96-8960-66bbbc9ab34e,38188,Action & Movement,Activity,,Sleeping,In state of rest,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
1edd0601-5f9e-43bb-902e-ea0ff885285a,38189,Action & Movement,Activity,,Exercising,Physical activity for fitness,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
e2d35df7-3c4c-4bed-ba7a-73c624a54d93,38190,Action & Movement,Activity,,Shopping,Purchasing goods,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
f5059d26-b5f6-4249-abb0-b88d98dc31dc,38191,Action & Movement,Activity,,Driving,Operating vehicle,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
545f0dd5-00e9-415f-95c0-aa050f1ef32b,38192,Action & Movement,Activity,,Cycling,Riding bicycle,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
54ecdb10-6545-438b-9dd8-af466131a2a7,38193,Action & Movement,Activity,,Climbing,Moving up surface,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
c897add1-7770-4d04-b47c-1e7121a91c83,38194,Action & Movement,Activity,,Jumping,Propelling body upward,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
6d5428c1-8ebf-42f0-8c17-3ee07fb8eb99,38195,Action & Movement,Activity,,Sitting,Resting in seated position,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
d2ae7891-d05f-4cb7-b004-bca221e9b98b,38196,Action & Movement,Activity,,Standing,Upright on feet,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
83627db2-ffaf-427d-ac95-136fbbdb9389,38197,Action & Movement,Activity,,Lying down,Horizontal position,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
fea475f6-9f67-4042-adac-96d78d770433,38198,Action & Movement,Activity,,Gardening,Tending to plants,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
56fdea26-76ce-409d-9bbc-53c6b184b3df,38199,Action & Movement,Activity,,Fishing,Attempting to catch fish,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
0115852b-de5c-45a8-bcd1-4d9cc2d1d99e,38200,Action & Movement,Activity,,Hunting,Pursuing animals,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
7d08e30f-edfa-420e-8f59-b954bcd7de76,38201,Action & Movement,Activity,,Building,Constructing structure,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
e8eb7ef7-6d22-412f-84fa-10a1e1d83e0f,38202,Action & Movement,Activity,,Cleaning,Removing dirt or mess,0,0,FALSE,"""2025-09-12T22:17:43.208Z""","""2025-04-07T01:29:45.000Z""","""2025-04-22T10:40:00.000Z""",FALSE
