id,original_id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference_images,origin,category,usage_count,popularity,imported_at,created_at,updated_at
084fb60e-3518-4da4-9360-e3f27b194a3c,688,Corporate Memphis,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Corporate Memphis aesthetic.",1910s,fashion,"vibrant,cute,pastel,modern","clothing styles,accessories,textiles,patterns,silhouettes,soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow","endearing,charming,energetic,cute,vibrant",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
0859cf57-96a5-496e-a942-d3354dc4d24c,1218,Rave,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Rave aesthetic.",1910s,internet_culture,"grungy,urban,vibrant","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,city landscapes,street art,concrete structures","steel blue,asphalt black,concrete gray,brick red","energetic,grungy,authentic,raw,vibrant","Internetcore,Webcore,Cybercore,Glitchcore",,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
08d41be3-2b72-4c0f-926f-e104d6ac0569,521,Ah Beng,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Ah Beng aesthetic.",1970s,visual_art,"vintage,nostalgic,retro","antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia","sentimental,nostalgic,wistful",,,,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
08da6a80-830e-47a1-83d3-f7e8d1f25e6b,,Restaurantcore,A restaurantcore aesthetic style,,,,,,,,,,Contemporary,Food/Culinary,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
08f96430-166f-4c57-a567-682d8ec4ca03,,Angel Girl Shadow,A angel girl shadow aesthetic style,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
0965ef20-7718-4aca-b240-d426ef884528,,glow in the dark,A glow in the dark aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Gothic,Dark/Gothic,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
099cd45d-ba9f-479d-8098-6106d86ac51b,1171,Plakatstil,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Plakatstil aesthetic.",1990s,literary,"nostalgic,digital,dark,grungy","shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,wistful,sentimental,intense,nostalgic",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
099e7049-0cd0-4235-b071-12fbdaaa8a0b,1159,Pijo,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Pijo aesthetic.",1950s,fashion,"nostalgic,elegant,atmospheric","clothing styles,accessories,textiles,patterns,silhouettes,refined details,luxurious materials,sophisticated compositions","turquoise,mint green,yellow,pink","sophisticated,wistful,evocative,sentimental,atmospheric",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
09b55ad0-ee7a-461a-9341-0d9434e5cccd,,Consolecore,A consolecore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
09b68480-d664-4872-b789-f10f84c21806,,numinous,A numinous aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
09f59364-b16f-4272-91f2-5c1c306cbd37,1476,Wizardcore,"A core aesthetic centered around wizard themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1990s,architecture,"natural,rural,futuristic","building designs,structural elements,interior spaces,architectural details,organic forms,plant life,natural textures,earth tones","earth brown,sunset orange,metallic silver,electric blue,neon purple,white","innovative,progressive,futuristic","Softcore,Cottagecore,Fairycore,Darkcore",,,,,0,0.00,2025-09-12 22:17:43.971,2025-09-12 22:17:43.971,2025-09-12 22:17:43.971
09fe1a5a-d211-4188-ab7a-a4587d54bd16,,widescreen,A widescreen aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
0a6756ca-7c2e-466c-929f-98e2923c1dd9,,Lightningcore,A lightningcore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
0a7ed49d-d695-4e06-afb5-46c64336e332,1312,Soggy,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soggy aesthetic.",1910s,historical,"fantasy,natural","organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue",,,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
0a8f5219-de36-4673-89c5-04f7882db229,,Dark Spring,A dark spring aesthetic style with distinctive visual and cultural characteristics,,,,,,,spring,,,Gothic,Dark/Gothic,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
0aa7e132-61ee-4766-b07f-9bab6ae9a151,,Fairy Core,A fairy aesthetic style with distinctive visual and cultural characteristics,,,,,,,cat fairy,,,Natural,Nature/Fantasy,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
0abf9cc6-be21-4b39-abdd-29cd5a2bbd1c,970,Karasu Zoku,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Karasu Zoku aesthetic.",1950s,interior_design,"atmospheric,pastel,rural,elegant,natural","soft colors,gentle gradients,light tones,refined details,luxurious materials,sophisticated compositions,organic forms,plant life","mint green,pastel pink,earth brown,sunset orange,pink,turquoise","sophisticated,evocative,atmospheric,immersive,refined",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
0ac9f398-c236-4671-8ea4-c0a85cc55d84,,Neoncore,A neoncore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
0acb92db-b19b-4209-9016-a925df40a07b,1012,Lowbrow,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Lowbrow aesthetic.",pre-1900s,interior_design,"natural,cute","organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue","cute,endearing,charming",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
0b0e17fc-3bda-4340-a67a-11e200616cea,,mummified,A mummified aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
0b2fc660-a724-4145-8f63-d868c770c003,1062,Mod,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Mod aesthetic.",2010s,historical,"retro,atmospheric,vintage,nostalgic,futuristic","antique objects,retro designs,aged textures,sleek designs,metallic surfaces,LED lighting,geometric shapes","sage green,metallic silver,electric blue,neon purple,white,sepia","evocative,wistful,sentimental,progressive,atmospheric",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
